country,year,sex,age,suicides_no,population,suicides/100k pop,generation,gdp_for_year ($) ,gdp_per_capita ($)
Denmark,2013,female,35-54 years,54,775088,6.97,Generation X,"3,43,58,43,85,594",64831
Denmark,2013,male,15-24 years,23,367000,6.27,Millenials,"3,43,58,43,85,594",64831
Denmark,2013,female,25-34 years,16,322819,4.96,Millenials,"3,43,58,43,85,594",64831
Denmark,2013,female,15-24 years,12,350607,3.42,Millenials,"3,43,58,43,85,594",64831
Denmark,2013,female,5-14 years,1,324362,0.31,Generation Z,"3,43,58,43,85,594",64831
Denmark,2013,male,5-14 years,1,339830,0.29,Generation Z,"3,43,58,43,85,594",64831
Denmark,2014,male,75+ years,61,172150,35.43,Silent,"3,52,99,36,33,221",66114
Denmark,2014,male,55-74 years,155,645001,24.03,Boomers,"3,52,99,36,33,221",66114
Denmark,2014,male,35-54 years,178,784300,22.7,Generation X,"3,52,99,36,33,221",66114
Denmark,2014,female,75+ years,36,248889,14.46,Silent,"3,52,99,36,33,221",66114
Denmark,2014,male,25-34 years,43,333712,12.89,Millenials,"3,52,99,36,33,221",66114
Denmark,2014,male,15-24 years,31,370570,8.37,Millenials,"3,52,99,36,33,221",66114
Denmark,2014,female,35-54 years,59,774379,7.62,Generation X,"3,52,99,36,33,221",66114
Denmark,2014,female,55-74 years,50,666386,7.5,Boomers,"3,52,99,36,33,221",66114
Denmark,2014,female,25-34 years,7,325866,2.15,Millenials,"3,52,99,36,33,221",66114
Denmark,2014,female,15-24 years,7,354099,1.98,Millenials,"3,52,99,36,33,221",66114
Denmark,2014,female,5-14 years,1,323749,0.31,Generation Z,"3,52,99,36,33,221",66114
Denmark,2014,male,5-14 years,1,340065,0.29,Generation Z,"3,52,99,36,33,221",66114
Denmark,2015,male,75+ years,57,178633,31.91,Silent,"3,01,29,84,64,861",55972
Denmark,2015,male,35-54 years,159,783366,20.3,Generation X,"3,01,29,84,64,861",55972
Denmark,2015,male,55-74 years,126,651856,19.33,Boomers,"3,01,29,84,64,861",55972
Denmark,2015,female,75+ years,32,253300,12.63,Silent,"3,01,29,84,64,861",55972
Denmark,2015,female,55-74 years,67,673655,9.95,Boomers,"3,01,29,84,64,861",55972
Denmark,2015,male,25-34 years,30,342769,8.75,Millenials,"3,01,29,84,64,861",55972
Denmark,2015,female,35-54 years,51,772844,6.6,Generation X,"3,01,29,84,64,861",55972
Denmark,2015,male,15-24 years,18,374051,4.81,Millenials,"3,01,29,84,64,861",55972
Denmark,2015,female,25-34 years,15,331400,4.53,Millenials,"3,01,29,84,64,861",55972
Denmark,2015,female,15-24 years,6,356882,1.68,Millenials,"3,01,29,84,64,861",55972
Denmark,2015,female,5-14 years,3,323821,0.93,Generation Z,"3,01,29,84,64,861",55972
Denmark,2015,male,5-14 years,0,340483,0,Generation Z,"3,01,29,84,64,861",55972
Estonia,2000,male,75+ years,19,19265,98.62,G.I. Generation,"5,68,57,74,809",4262
Estonia,2000,male,35-54 years,136,185960,73.13,Boomers,"5,68,57,74,809",4262
Estonia,2000,male,55-74 years,66,118085,55.89,Silent,"5,68,57,74,809",4262
Estonia,2000,male,25-34 years,38,97425,39,Generation X,"5,68,57,74,809",4262
Estonia,2000,male,15-24 years,30,103020,29.12,Generation X,"5,68,57,74,809",4262
Estonia,2000,female,55-74 years,38,173775,21.87,Silent,"5,68,57,74,809",4262
Estonia,2000,female,75+ years,10,57680,17.34,G.I. Generation,"5,68,57,74,809",4262
Estonia,2000,female,25-34 years,11,95540,11.51,Generation X,"5,68,57,74,809",4262
Estonia,2000,female,35-54 years,22,202765,10.85,Boomers,"5,68,57,74,809",4262
Estonia,2000,female,15-24 years,6,97165,6.18,Generation X,"5,68,57,74,809",4262
Estonia,2000,female,5-14 years,1,88530,1.13,Millenials,"5,68,57,74,809",4262
Estonia,2000,male,5-14 years,0,94965,0,Millenials,"5,68,57,74,809",4262
Estonia,2001,male,35-54 years,135,185880,72.63,Boomers,"6,24,50,69,734",4711
Estonia,2001,male,55-74 years,84,117120,71.72,Silent,"6,24,50,69,734",4711
Estonia,2001,male,75+ years,12,19975,60.08,Silent,"6,24,50,69,734",4711
Estonia,2001,male,25-34 years,44,97810,44.99,Generation X,"6,24,50,69,734",4711
Estonia,2001,female,75+ years,26,59580,43.64,Silent,"6,24,50,69,734",4711
Estonia,2001,male,15-24 years,36,102895,34.99,Millenials,"6,24,50,69,734",4711
Estonia,2001,female,55-74 years,22,171675,12.81,Silent,"6,24,50,69,734",4711
Estonia,2001,female,35-54 years,24,202560,11.85,Boomers,"6,24,50,69,734",4711
Estonia,2001,female,25-34 years,8,95505,8.38,Generation X,"6,24,50,69,734",4711
Estonia,2001,female,15-24 years,6,97020,6.18,Millenials,"6,24,50,69,734",4711
Estonia,2001,male,5-14 years,4,90730,4.41,Millenials,"6,24,50,69,734",4711
Estonia,2001,female,5-14 years,0,84860,0,Millenials,"6,24,50,69,734",4711
Estonia,2002,male,75+ years,17,21135,80.44,Silent,"7,32,20,69,511",5561
Estonia,2002,male,55-74 years,74,116560,63.49,Silent,"7,32,20,69,511",5561
Estonia,2002,male,35-54 years,117,184685,63.35,Boomers,"7,32,20,69,511",5561
Estonia,2002,male,25-34 years,53,98385,53.87,Generation X,"7,32,20,69,511",5561
Estonia,2002,male,15-24 years,34,102950,33.03,Millenials,"7,32,20,69,511",5561
Estonia,2002,female,75+ years,14,61415,22.8,Silent,"7,32,20,69,511",5561
Estonia,2002,female,35-54 years,28,201060,13.93,Boomers,"7,32,20,69,511",5561
Estonia,2002,female,55-74 years,19,170805,11.12,Silent,"7,32,20,69,511",5561
Estonia,2002,female,25-34 years,6,95715,6.27,Generation X,"7,32,20,69,511",5561
Estonia,2002,male,5-14 years,4,86140,4.64,Millenials,"7,32,20,69,511",5561
Estonia,2002,female,15-24 years,4,97020,4.12,Millenials,"7,32,20,69,511",5561
Estonia,2002,female,5-14 years,1,80820,1.24,Millenials,"7,32,20,69,511",5561
Estonia,2003,male,75+ years,19,22380,84.9,Silent,"9,83,38,70,709",7523
Estonia,2003,male,35-54 years,116,183410,63.25,Boomers,"9,83,38,70,709",7523
Estonia,2003,male,55-74 years,69,116230,59.37,Silent,"9,83,38,70,709",7523
Estonia,2003,male,25-34 years,38,98640,38.52,Generation X,"9,83,38,70,709",7523
Estonia,2003,male,15-24 years,31,103335,30,Millenials,"9,83,38,70,709",7523
Estonia,2003,female,75+ years,16,63315,25.27,Silent,"9,83,38,70,709",7523
Estonia,2003,female,35-54 years,21,199315,10.54,Boomers,"9,83,38,70,709",7523
Estonia,2003,female,55-74 years,17,170190,9.99,Silent,"9,83,38,70,709",7523
Estonia,2003,female,15-24 years,6,97400,6.16,Millenials,"9,83,38,70,709",7523
Estonia,2003,female,25-34 years,5,95605,5.23,Generation X,"9,83,38,70,709",7523
Estonia,2003,male,5-14 years,3,81105,3.7,Millenials,"9,83,38,70,709",7523
Estonia,2003,female,5-14 years,1,76235,1.31,Millenials,"9,83,38,70,709",7523
Estonia,2004,male,55-74 years,73,116415,62.71,Silent,"12,05,92,01,242",9293
Estonia,2004,male,35-54 years,104,182275,57.06,Boomers,"12,05,92,01,242",9293
Estonia,2004,male,75+ years,13,23510,55.3,Silent,"12,05,92,01,242",9293
Estonia,2004,male,25-34 years,43,98265,43.76,Generation X,"12,05,92,01,242",9293
Estonia,2004,male,15-24 years,31,103745,29.88,Millenials,"12,05,92,01,242",9293
Estonia,2004,female,75+ years,11,65370,16.83,Silent,"12,05,92,01,242",9293
Estonia,2004,female,55-74 years,22,170025,12.94,Silent,"12,05,92,01,242",9293
Estonia,2004,female,25-34 years,7,94990,7.37,Generation X,"12,05,92,01,242",9293
Estonia,2004,female,15-24 years,6,97765,6.14,Millenials,"12,05,92,01,242",9293
Estonia,2004,female,35-54 years,12,197475,6.08,Boomers,"12,05,92,01,242",9293
Estonia,2004,female,5-14 years,1,71710,1.39,Millenials,"12,05,92,01,242",9293
Estonia,2004,male,5-14 years,0,76105,0,Millenials,"12,05,92,01,242",9293
Estonia,2005,male,35-54 years,97,181315,53.5,Boomers,"14,00,60,88,297",10870
Estonia,2005,male,75+ years,13,24740,52.55,Silent,"14,00,60,88,297",10870
Estonia,2005,male,55-74 years,50,116665,42.86,Silent,"14,00,60,88,297",10870
Estonia,2005,male,25-34 years,32,97650,32.77,Generation X,"14,00,60,88,297",10870
Estonia,2005,male,15-24 years,27,103575,26.07,Millenials,"14,00,60,88,297",10870
Estonia,2005,female,75+ years,15,67375,22.26,Silent,"14,00,60,88,297",10870
Estonia,2005,female,55-74 years,18,170115,10.58,Silent,"14,00,60,88,297",10870
Estonia,2005,female,35-54 years,12,195835,6.13,Boomers,"14,00,60,88,297",10870
Estonia,2005,female,15-24 years,5,97515,5.13,Millenials,"14,00,60,88,297",10870
Estonia,2005,female,25-34 years,3,93980,3.19,Generation X,"14,00,60,88,297",10870
Estonia,2005,male,5-14 years,1,71890,1.39,Millenials,"14,00,60,88,297",10870
Estonia,2005,female,5-14 years,0,67840,0,Millenials,"14,00,60,88,297",10870
Estonia,2006,male,75+ years,14,25870,54.12,Silent,"16,96,36,25,016",13264
Estonia,2006,male,55-74 years,56,116790,47.95,Silent,"16,96,36,25,016",13264
Estonia,2006,male,35-54 years,73,180705,40.4,Boomers,"16,96,36,25,016",13264
Estonia,2006,female,75+ years,18,69410,25.93,Silent,"16,96,36,25,016",13264
Estonia,2006,male,15-24 years,26,102295,25.42,Millenials,"16,96,36,25,016",13264
Estonia,2006,male,25-34 years,21,96850,21.68,Generation X,"16,96,36,25,016",13264
Estonia,2006,female,55-74 years,17,170020,10,Silent,"16,96,36,25,016",13264
Estonia,2006,female,35-54 years,12,194260,6.18,Boomers,"16,96,36,25,016",13264
Estonia,2006,female,15-24 years,5,96385,5.19,Millenials,"16,96,36,25,016",13264
Estonia,2006,female,25-34 years,4,92765,4.31,Generation X,"16,96,36,25,016",13264
Estonia,2006,male,5-14 years,1,68740,1.45,Millenials,"16,96,36,25,016",13264
Estonia,2006,female,5-14 years,0,64825,0,Millenials,"16,96,36,25,016",13264
Estonia,2007,male,75+ years,21,26860,78.18,Silent,"22,23,70,61,730",17504
Estonia,2007,male,55-74 years,58,117125,49.52,Silent,"22,23,70,61,730",17504
Estonia,2007,male,25-34 years,39,96140,40.57,Generation X,"22,23,70,61,730",17504
Estonia,2007,male,35-54 years,66,180160,36.63,Boomers,"22,23,70,61,730",17504
Estonia,2007,male,15-24 years,21,100450,20.91,Millenials,"22,23,70,61,730",17504
Estonia,2007,female,75+ years,13,71525,18.18,Silent,"22,23,70,61,730",17504
Estonia,2007,female,55-74 years,17,170045,10,Silent,"22,23,70,61,730",17504
Estonia,2007,female,35-54 years,11,192585,5.71,Boomers,"22,23,70,61,730",17504
Estonia,2007,female,15-24 years,3,94785,3.17,Millenials,"22,23,70,61,730",17504
Estonia,2007,female,25-34 years,2,91870,2.18,Generation X,"22,23,70,61,730",17504
Estonia,2007,female,5-14 years,0,62580,0,Generation Z,"22,23,70,61,730",17504
Estonia,2007,male,5-14 years,0,66290,0,Generation Z,"22,23,70,61,730",17504
Estonia,2008,male,75+ years,18,27640,65.12,Silent,"24,19,40,39,256",19141
Estonia,2008,male,55-74 years,47,117750,39.92,Silent,"24,19,40,39,256",19141
Estonia,2008,male,35-54 years,71,179930,39.46,Boomers,"24,19,40,39,256",19141
Estonia,2008,male,15-24 years,29,98030,29.58,Millenials,"24,19,40,39,256",19141
Estonia,2008,male,25-34 years,23,95990,23.96,Generation X,"24,19,40,39,256",19141
Estonia,2008,female,75+ years,12,73185,16.4,Silent,"24,19,40,39,256",19141
Estonia,2008,female,55-74 years,15,170375,8.8,Silent,"24,19,40,39,256",19141
Estonia,2008,female,35-54 years,16,191130,8.37,Boomers,"24,19,40,39,256",19141
Estonia,2008,female,15-24 years,5,92410,5.41,Millenials,"24,19,40,39,256",19141
Estonia,2008,female,25-34 years,4,91600,4.37,Generation X,"24,19,40,39,256",19141
Estonia,2008,female,5-14 years,1,61285,1.63,Generation Z,"24,19,40,39,256",19141
Estonia,2008,male,5-14 years,1,64680,1.55,Generation Z,"24,19,40,39,256",19141
Estonia,2009,male,55-74 years,66,118960,55.48,Silent,"19,65,24,92,637",15609
Estonia,2009,male,35-54 years,88,179820,48.94,Boomers,"19,65,24,92,637",15609
Estonia,2009,male,75+ years,13,28150,46.18,Silent,"19,65,24,92,637",15609
Estonia,2009,male,25-34 years,30,96260,31.17,Generation X,"19,65,24,92,637",15609
Estonia,2009,male,15-24 years,23,94705,24.29,Millenials,"19,65,24,92,637",15609
Estonia,2009,female,75+ years,16,74300,21.53,Silent,"19,65,24,92,637",15609
Estonia,2009,female,55-74 years,14,171340,8.17,Silent,"19,65,24,92,637",15609
Estonia,2009,female,35-54 years,14,189570,7.39,Boomers,"19,65,24,92,637",15609
Estonia,2009,female,25-34 years,3,91560,3.28,Generation X,"19,65,24,92,637",15609
Estonia,2009,female,15-24 years,2,89195,2.24,Millenials,"19,65,24,92,637",15609
Estonia,2009,female,5-14 years,0,60910,0,Generation Z,"19,65,24,92,637",15609
Estonia,2009,male,5-14 years,0,64240,0,Generation Z,"19,65,24,92,637",15609
Estonia,2010,male,75+ years,18,28755,62.6,Silent,"19,49,09,36,349",15540
Estonia,2010,male,55-74 years,54,120465,44.83,Silent,"19,49,09,36,349",15540
Estonia,2010,male,35-54 years,61,179395,34,Generation X,"19,49,09,36,349",15540
Estonia,2010,male,25-34 years,28,96230,29.1,Generation X,"19,49,09,36,349",15540
Estonia,2010,male,15-24 years,20,91065,21.96,Millenials,"19,49,09,36,349",15540
Estonia,2010,female,75+ years,12,75665,15.86,Silent,"19,49,09,36,349",15540
Estonia,2010,female,55-74 years,14,172395,8.12,Silent,"19,49,09,36,349",15540
Estonia,2010,female,25-34 years,5,91330,5.47,Generation X,"19,49,09,36,349",15540
Estonia,2010,female,35-54 years,9,187560,4.8,Generation X,"19,49,09,36,349",15540
Estonia,2010,female,15-24 years,2,85755,2.33,Millenials,"19,49,09,36,349",15540
Estonia,2010,female,5-14 years,0,61030,0,Generation Z,"19,49,09,36,349",15540
Estonia,2010,male,5-14 years,0,64580,0,Generation Z,"19,49,09,36,349",15540
Estonia,2011,male,75+ years,21,29683,70.75,Silent,"23,17,02,39,901",18545
Estonia,2011,male,55-74 years,57,121737,46.82,Boomers,"23,17,02,39,901",18545
Estonia,2011,male,35-54 years,58,178933,32.41,Generation X,"23,17,02,39,901",18545
Estonia,2011,male,25-34 years,23,95987,23.96,Millenials,"23,17,02,39,901",18545
Estonia,2011,male,15-24 years,19,87167,21.8,Millenials,"23,17,02,39,901",18545
Estonia,2011,female,75+ years,12,77543,15.48,Silent,"23,17,02,39,901",18545
Estonia,2011,female,35-54 years,15,185535,8.08,Generation X,"23,17,02,39,901",18545
Estonia,2011,female,55-74 years,9,172988,5.2,Boomers,"23,17,02,39,901",18545
Estonia,2011,female,15-24 years,3,82075,3.66,Millenials,"23,17,02,39,901",18545
Estonia,2011,female,25-34 years,1,90940,1.1,Millenials,"23,17,02,39,901",18545
Estonia,2011,female,5-14 years,0,61510,0,Generation Z,"23,17,02,39,901",18545
Estonia,2011,male,5-14 years,0,65329,0,Generation Z,"23,17,02,39,901",18545
Estonia,2012,male,75+ years,20,30891,64.74,Silent,"23,04,38,64,510",18411
Estonia,2012,male,55-74 years,59,122960,47.98,Boomers,"23,04,38,64,510",18411
Estonia,2012,male,35-54 years,65,179456,36.22,Generation X,"23,04,38,64,510",18411
Estonia,2012,male,25-34 years,30,96938,30.95,Millenials,"23,04,38,64,510",18411
Estonia,2012,female,75+ years,18,80117,22.47,Silent,"23,04,38,64,510",18411
Estonia,2012,male,15-24 years,14,83194,16.83,Millenials,"23,04,38,64,510",18411
Estonia,2012,female,55-74 years,17,172977,9.83,Boomers,"23,04,38,64,510",18411
Estonia,2012,female,35-54 years,7,184354,3.8,Generation X,"23,04,38,64,510",18411
Estonia,2012,female,25-34 years,3,91727,3.27,Millenials,"23,04,38,64,510",18411
Estonia,2012,male,5-14 years,2,67323,2.97,Generation Z,"23,04,38,64,510",18411
Estonia,2012,female,15-24 years,2,78364,2.55,Millenials,"23,04,38,64,510",18411
Estonia,2012,female,5-14 years,0,63330,0,Generation Z,"23,04,38,64,510",18411
Estonia,2013,male,75+ years,23,32101,71.65,Silent,"25,13,71,53,149",20221
Estonia,2013,male,55-74 years,58,123698,46.89,Boomers,"25,13,71,53,149",20221
Estonia,2013,male,35-54 years,52,178072,29.2,Generation X,"25,13,71,53,149",20221
Estonia,2013,male,25-34 years,22,96869,22.71,Millenials,"25,13,71,53,149",20221
Estonia,2013,female,75+ years,18,82614,21.79,Silent,"25,13,71,53,149",20221
Estonia,2013,male,15-24 years,15,78163,19.19,Millenials,"25,13,71,53,149",20221
Estonia,2013,female,35-54 years,13,181855,7.15,Generation X,"25,13,71,53,149",20221
Estonia,2013,female,55-74 years,12,172334,6.96,Boomers,"25,13,71,53,149",20221
Estonia,2013,female,15-24 years,2,73430,2.72,Millenials,"25,13,71,53,149",20221
Estonia,2013,female,25-34 years,2,91438,2.19,Millenials,"25,13,71,53,149",20221
Estonia,2013,male,5-14 years,1,68210,1.47,Generation Z,"25,13,71,53,149",20221
Estonia,2013,female,5-14 years,0,64312,0,Generation Z,"25,13,71,53,149",20221
Estonia,2014,male,75+ years,26,33259,78.17,Silent,"26,22,46,22,451",21117
Estonia,2014,male,55-74 years,50,124940,40.02,Boomers,"26,22,46,22,451",21117
Estonia,2014,male,25-34 years,39,97957,39.81,Millenials,"26,22,46,22,451",21117
Estonia,2014,male,35-54 years,57,177676,32.08,Generation X,"26,22,46,22,451",21117
Estonia,2014,male,15-24 years,19,73521,25.84,Millenials,"26,22,46,22,451",21117
Estonia,2014,female,75+ years,13,84886,15.31,Silent,"26,22,46,22,451",21117
Estonia,2014,female,35-54 years,16,180093,8.88,Generation X,"26,22,46,22,451",21117
Estonia,2014,female,25-34 years,8,92159,8.68,Millenials,"26,22,46,22,451",21117
Estonia,2014,female,55-74 years,10,172116,5.81,Boomers,"26,22,46,22,451",21117
Estonia,2014,male,5-14 years,2,69999,2.86,Generation Z,"26,22,46,22,451",21117
Estonia,2014,female,15-24 years,1,69127,1.45,Millenials,"26,22,46,22,451",21117
Estonia,2014,female,5-14 years,0,66119,0,Generation Z,"26,22,46,22,451",21117
Estonia,2015,male,75+ years,20,34253,58.39,Silent,"22,56,69,56,982",18149
Estonia,2015,male,55-74 years,44,126556,34.77,Boomers,"22,56,69,56,982",18149
Estonia,2015,male,15-24 years,21,70165,29.93,Millenials,"22,56,69,56,982",18149
Estonia,2015,male,35-54 years,48,177053,27.11,Generation X,"22,56,69,56,982",18149
Estonia,2015,male,25-34 years,25,99448,25.14,Millenials,"22,56,69,56,982",18149
Estonia,2015,female,75+ years,9,86804,10.37,Silent,"22,56,69,56,982",18149
Estonia,2015,female,55-74 years,12,172429,6.96,Boomers,"22,56,69,56,982",18149
Estonia,2015,female,35-54 years,11,178380,6.17,Generation X,"22,56,69,56,982",18149
Estonia,2015,female,25-34 years,2,92783,2.16,Millenials,"22,56,69,56,982",18149
Estonia,2015,female,15-24 years,1,66216,1.51,Millenials,"22,56,69,56,982",18149
Estonia,2015,female,5-14 years,1,67802,1.47,Generation Z,"22,56,69,56,982",18149
Estonia,2015,male,5-14 years,1,71561,1.4,Generation Z,"22,56,69,56,982",18149
Finland,2000,male,35-54 years,402,806796,49.83,Boomers,"1,25,53,98,93,127",25716
Finland,2000,male,25-34 years,156,335796,46.46,Generation X,"1,25,53,98,93,127",25716
Finland,2000,male,75+ years,44,104437,42.13,G.I. Generation,"1,25,53,98,93,127",25716
Finland,2000,male,55-74 years,166,462422,35.9,Silent,"1,25,53,98,93,127",25716
Finland,2000,male,15-24 years,105,337152,31.14,Generation X,"1,25,53,98,93,127",25716
Finland,2000,female,55-74 years,84,529071,15.88,Silent,"1,25,53,98,93,127",25716
Finland,2000,female,35-54 years,122,785167,15.54,Boomers,"1,25,53,98,93,127",25716
Finland,2000,female,25-34 years,41,321757,12.74,Generation X,"1,25,53,98,93,127",25716
Finland,2000,female,15-24 years,26,322489,8.06,Generation X,"1,25,53,98,93,127",25716
Finland,2000,female,75+ years,17,231463,7.34,G.I. Generation,"1,25,53,98,93,127",25716
Finland,2000,female,5-14 years,2,315989,0.63,Millenials,"1,25,53,98,93,127",25716
Finland,2000,male,5-14 years,0,329281,0,Millenials,"1,25,53,98,93,127",25716
Finland,2001,male,35-54 years,429,800866,53.57,Boomers,"1,29,25,01,11,857",26383
Finland,2001,male,25-34 years,156,332298,46.95,Generation X,"1,29,25,01,11,857",26383
Finland,2001,male,55-74 years,207,479037,43.21,Silent,"1,29,25,01,11,857",26383
Finland,2001,male,75+ years,44,108828,40.43,Silent,"1,29,25,01,11,857",26383
Finland,2001,male,15-24 years,93,335676,27.71,Millenials,"1,29,25,01,11,857",26383
Finland,2001,female,35-54 years,130,780440,16.66,Boomers,"1,29,25,01,11,857",26383
Finland,2001,female,55-74 years,72,541576,13.29,Silent,"1,29,25,01,11,857",26383
Finland,2001,female,75+ years,23,236217,9.74,Silent,"1,29,25,01,11,857",26383
Finland,2001,female,25-34 years,23,317879,7.24,Generation X,"1,29,25,01,11,857",26383
Finland,2001,female,15-24 years,22,321239,6.85,Millenials,"1,29,25,01,11,857",26383
Finland,2001,male,5-14 years,4,329122,1.22,Millenials,"1,29,25,01,11,857",26383
Finland,2001,female,5-14 years,1,315805,0.32,Millenials,"1,29,25,01,11,857",26383
Finland,2002,male,75+ years,57,113353,50.29,Silent,"1,39,55,29,83,249",28390
Finland,2002,male,35-54 years,339,792737,42.76,Boomers,"1,39,55,29,83,249",28390
Finland,2002,male,55-74 years,204,497865,40.97,Silent,"1,39,55,29,83,249",28390
Finland,2002,male,25-34 years,124,329350,37.65,Generation X,"1,39,55,29,83,249",28390
Finland,2002,male,15-24 years,97,333547,29.08,Millenials,"1,39,55,29,83,249",28390
Finland,2002,female,35-54 years,125,773011,16.17,Boomers,"1,39,55,29,83,249",28390
Finland,2002,female,55-74 years,75,557098,13.46,Silent,"1,39,55,29,83,249",28390
